X,Y,OBJECTID,DACRID,FOLIO,NAME,ADDRESS,CITY,ZIPCODE,CONTACT,PHONE,DCOUNSELOR,LICNUM,LICDATE,LICEXP,CAPACITY,LAT,LON,POINT_X,POINT_Y
-80.410978858348116,25.760293930759062,26, ,3049020250010,Divine Fist Kung-Fu Inc (EP),13246 SW 8TH ST,Miami-Dade,33184, ,305-552-5111, ,EXEMPT,,,0,25.76029,-80.41098,850024.773050163,519000.863614909
-80.125089057979736,25.864325468500905,27, ,0232020020430,Yeshiva Elementary Inc,7902 CARLYLE AVE,Miami Beach,33141, ,305-867-3322, ,C11MD1474,2007-01-09T00:00:00.000Z,2011-02-28T00:00:00.000Z,0,25.86432,-80.12509,943868.500060495,557335.937535159
-80.397460391911778,25.50813327773059,28, ,3069350000060,Many Faces Academy,12807 SW 280TH ST,Miami-Dade,33032, ,305-257-4301, , ,,,0,25.50813,-80.39746,854891.013973828,427373.222395487
-80.346602712275839,25.618486260663939,29, ,3050280081401,"CMB Visions Unlimited, Inc. (EP)",16201 SW 95th AVE Suite 309,Miami-Dade,33157,Pierre Montalvo,786-650-2930, , ,,,0,25.61848,-80.3466,871467.437513828,467560.031129323
-80.332082962064263,25.653746051461106,30, ,3050150030410,Jimenez Yaqueline Family Day Care Home,8545 SW 125TH TER,Miami-Dade,33156,Jimenez Yaqueline,786-293-0725, ,L11MD0028,2007-09-25T00:00:00.000Z,2010-09-24T00:00:00.000Z,0,25.65374,-80.33208,876187.312588494,480399.156369656
-80.247907704584847,25.904199356676223,31, ,0821210024730,Dr. Robert B. Ingram Elementary School,600 AHMAD ST,Opa-Locka,33054,Cynthia Clay,305-688-4605, ,EXEMPT,,,0,25.90419,-80.24791,903396.874967162,571578.687592909
-80.231472990529269,25.781080853983582,32, ,0131340382450,Lincoln Marti (Lmt),812 NW 22ND AVE,Miami,33125, ,305-643-6658, ,C11MD0593,1991-09-06T00:00:00.000Z,2010-10-10T00:00:00.000Z,0,25.78108,-80.23147,909061.187457413,526860.375126824
-80.194954290425358,25.844870686397087,33, ,0131120140530,Yvonne Learning Center,7561 NE 1ST AVE,Miami,33138, ,305-758-3235, ,C11MD1274,2005-03-18T00:00:00.000Z,2011-03-17T00:00:00.000Z,0,25.84487,-80.19495,920936.750320412,550117.74987182
-80.383133123716121,25.5943546396519,34, ,3060060013510,Marrero Odalys Family Day Care Home,11800 SW 187TH ST,Miami-Dade,33177,Odalis Marrero,786-389-1691, ,F11MD0740,2008-06-13T00:00:00.000Z,2011-06-12T00:00:00.000Z,0,25.59435,-80.38313,859470.874892827,458731.71873349
-80.32697746979197,25.879356336863989,35, ,0420340020011,Rayfield Family Literacy Inc,6250 W 21ST ST,Hialeah,33016, , , ,EXEMPT,,,0,25.87935,-80.32697,877450.437686913,562407.874897823
-80.349998142827189,25.897385840099407,36, ,0420280630040,Kids University Preschool Corp.,3300 W 84TH ST - SUITE 13,Hialeah,33018,Ana Gonzalez-Abreu,305-828-8343, ,C11MD0885,1998-06-25T00:00:00.000Z,2011-04-14T00:00:00.000Z,0,25.89738,-80.35,869848.812470246,568922.812655322
-80.246238834212946,25.819858568513215,37, ,3031210000360,"Jefferson Reaves, Sr. Park",3090 NW 50TH ST,Miami-Dade,33142, ,305-635-2081, , ,,,0,25.81985,-80.24624,904121.415840913,540926.64587874
-80.385039147526385,25.598173488704276,38, ,3059360000060,Eureka Park,18320 SW 119TH AVE,Miami-Dade,33177, ,305-235-2151, ,EXEMPT,,,0,25.59817,-80.38504,858836.247553162,460116.756317742
-80.334552875446363,25.890204687917016,39, ,0420270010340,Leisure/ Carl F Slade Park (EP),2501 W 74TH ST,Hialeah,33016, ,305-818-2991, ,EXEMPT,,,0,25.8902,-80.33455,874939.659243911,566338.171171077
-80.175804914293565,25.913682670787157,40, ,3022200410010,Farah's Angels Day Care,15002 NE 12TH AVE,Miami-Dade,33161,Yanik Desgranges,305-944-4348, ,C11MD0630,2003-08-27T00:00:00.000Z,2011-02-22T00:00:00.000Z,0,25.91368,-80.1758,927077.951948747,575168.077723824
-80.460415810141413,25.478849835355852,41, ,1079080400080,Maria Alonso Family Day Care Home,940 NE 13TH AVE,Homestead,33033,Maria Alonso,786-243-2389, ,F11MD0525,2005-06-12T00:00:00.000Z,2011-06-11T00:00:00.000Z,0,25.47885,-80.46041,834170.437632911,416641.312428907
-80.125170169561684,25.950854288274847,42, ,3122020070110,Larisa Nechayeva Child Care,18925 N BAY RD,Sunny Isles Beach,33160, ,305-932-6906, ,L11MD0199,2007-02-28T00:00:00.000Z,2010-12-17T00:00:00.000Z,0,25.95085,-80.12517,943631.992659494,588787.013412409
-80.487999166641856,25.458551038393761,43, ,1678240040040,Sonya Michelle Williams Family Daycare Home,725 NW 12TH ST,Florida City,33034, ,305-910-7382, ,L11MD0002,2003-01-28T00:00:00.000Z,2012-01-27T00:00:00.000Z,0,25.45855,-80.488,825099.187402744,409228.031651825
-80.249992489543402,25.741163627750119,44, ,0141160160540,"Perez, Marisol  Family Day Care Home",2724 SW 34TH AVE,Miami,33133, ,305-461-5017, ,F11MD0215,2002-10-14T00:00:00.000Z,2010-10-13T00:00:00.000Z,0,25.74116,-80.24999,903049.437341828,512316.812678576
-80.246324723035585,25.8956727239073,45, ,0821280040092,Hanans Childcare and Academic Developmnt,13250 NW 28TH AVE,Opa-Locka,33054,Hanan Ali,305-685-5437, ,C11MD1440,2006-08-17T00:00:00.000Z,2010-08-16T00:00:00.000Z,0,25.89567,-80.24632,903935.062539078,568482.49988766
-80.428387268018255,25.65729092777541,46, ,3059100450001,United Karate After School Tutoring Academy,11860 SW 144TH CT,Miami-Dade,33186,Odazir Rivero,305-388-0788, ,EXEMPT,,,0,25.65729,-80.42838,844457.263515912,481538.969050653
-80.373012268940627,25.618004370096777,47, ,3050300110320,Warrings World Champion Kickboxing (EP),11052 SW 162ND TER,Miami-Dade,33157, , , ,EXEMPT,2010-02-06T00:00:00.000Z,2011-02-10T00:00:00.000Z,0,25.618,-80.37301,862765.875192579,467342.843571573
-80.42021822597971,25.729580285315482,48,DACR171,3049150710010,Academir Preschool Learning Center II,13911 SW 42ND ST BAY 108,Miami-Dade,33184, ,305-225-9141, ,C11MD1367,2006-01-23T00:00:00.000Z,2011-01-22T00:00:00.000Z,0,25.72958,-80.42022,847032.937498413,507824.375141159
-80.406869464775269,25.696446999710915,49, ,3049350040190,Arias Family Day Care Home,7800 SW 132ND CT,Miami-Dade,33183, ,786-573-2105, ,L11MD0224,2009-07-01T00:00:00.000Z,2011-04-04T00:00:00.000Z,0,25.69644,-80.40687,851481.562787496,495801.499908738
-80.307974766088179,25.927644876230168,50, ,3020130420030,Little College At Ludlam Center Corp.,6545 NW 169TH ST,Miami-Dade,33015,Lizeth Mesa,305-556-0950, ,C11MD1650,2008-08-13T00:00:00.000Z,2010-08-12T00:00:00.000Z,0,25.92764,-80.30797,883605.90339433,579991.659612075
-80.418975943976676,25.503609605118299,51, ,3079030200120,Tira Stevens,28363 SW 140TH PL,Miami-Dade,33033, ,305-766-2517, ,L11MD0815,2009-05-22T00:00:00.000Z,2011-05-22T00:00:00.000Z,0,25.5036,-80.41897,847801.99960858,425697.562689073
-80.25051759974275,25.820174855792786,52, ,3031210341613,Manning Michelle Family Day Care Home,3295 NW 50TH ST,Miami-Dade,33142,Michelle Manning,305-635-2079, ,F11MD0868,2010-03-16T00:00:00.000Z,2011-03-15T00:00:00.000Z,0,25.82017,-80.25051,902713.187686246,541033.562659659
-80.2114441852939,25.870351674535353,53, ,3021350000450,"Faith Community Baptist Church, Inc",10401 NW 8TH AVE,Miami-Dade,33150,Faith Brown,305-691-3200, ,C11MD1734,2009-07-28T00:00:00.000Z,2010-07-27T00:00:00.000Z,0,25.87035,-80.21144,915457.625123829,559346.437451154
-80.359668409842683,25.59673814122921,54, ,3060050740001,"Family and Children Faith Coalition, Inc",10383 QUAIL ROOST DR,Miami-Dade,33157, , , ,EXEMPT,,,0,25.59673,-80.35967,867200.249853995,459634.655903988
-80.346399121693111,25.90224306741321,55, ,3220210010091,Barbara Goleman High School,14100 NW 89TH AVE,Miami Lakes,33018, ,305-362-0676, ,EXEMPT,,,0,25.90224,-80.3464,871023.187418077,570694.124401405
-80.495343493265835,25.46397117911788,56, ,1078140001102,West Homestead Elementary (Vpk),1550 SW 6TH ST,Homestead,33030,Tammy S Edward,305-248-0812, , ,,,0,25.46397,-80.49534,822668.472119831,411188.672415577
-80.347231285039697,25.734412147849717,57, ,3040160060100,Hidalgo Dunia Family Day Care Home,9378 SW 38TH ST,Miami-Dade,33165,Hidalgo Hidalgo Dunia,305-225-2052, ,F11MD0637,2007-05-30T00:00:00.000Z,2011-05-29T00:00:00.000Z,0,25.73441,-80.34723,871052.312359829,509692.750669487
-80.132330497859257,25.786196912794292,58, ,0242030090010,CAA: Feinberg Fisher Ele Headstart,1420 WASHINGTON AVE,Miami Beach,33139, ,305-531-0419, ,C11MD0813,2007-02-27T00:00:00.000Z,2011-03-28T00:00:00.000Z,0,25.78619,-80.13233,941674.504776578,528922.537997238
-80.330854547354264,25.883624161740922,59, ,0420341480020,Five Star Learning Center Corp,2360 W 68TH ST,Hialeah,33016,Xiomara Salvador,305-821-7336, ,C11MD1667,2008-12-24T00:00:00.000Z,2011-12-23T00:00:00.000Z,0,25.88362,-80.33085,876167.749963578,563952.562425241
-80.31633539182738,25.592309819254304,60, ,3660030344280,The Afterschool Hangout Inc (EP),7735 SW 188TH ST,Cutler bay,33157, , , ,EXEMPT,,,0,25.59231,-80.31633,881490.124817494,458096.468691655
-80.4486462369008,25.760618446314936,61,DACR1323,3049040000060,Lincoln Marti (8Th St),15690 SW 8TH ST,Miami,33194,Ligia Conrado,305-229-5777, ,C11MD1760,2009-12-11T00:00:00.000Z,2010-12-10T00:00:00.000Z,0,25.76061,-80.44864,837627.039315496,519065.189601742
-80.382965130673142,25.827655912499267,62, ,3530180040020,Eugenia B. Thomas,5950 NW 114TH AVE,Doral,33178,Mayra Berreira,305-592-7914, ,EXEMPT,,,0,25.82765,-80.38296,859130.062582329,543526.312595405
-80.334284315109016,25.60849124616465,63, ,3350330280010,Ursulina Chavez Large Family Child Care Home,8780 SW 174TH ST,Palmetto Bay,33157, ,305-238-3091, ,L11MD0013,2007-04-22T00:00:00.000Z,2011-04-22T00:00:00.000Z,0,25.60849,-80.33428,875544.812561162,463947.531464577
-80.451073405746726,25.493553585480889,64, ,3079050000370,Migrant Education Program,29355 S DIXIE HWY,Miami-Dade,33030,Eduardo Berreiro,305-248-729, ,EXEMPT,,,0,25.49355,-80.45107,837230.421014246,421997.843710572
-80.27138676455337,25.934635910482143,65, ,3421080103520,Aj King Park,4230 NW 178TH ST,Miami Gardens,33169, ,305-430-2220, ,EXEMPT,2009-11-17T00:00:00.000Z,2010-11-17T00:00:00.000Z,0,25.93463,-80.27138,895617.033243414,582597.880449489
-80.226991619868613,25.955487985121948,66, ,3421020170010,Norwood Elementary (VPK),19810 NW 14TH CT,Miami Gardens,33169,Kevin N Williams,305-653-0068, ,EXEMPT,,,0,25.95548,-80.22699,910162.72331208,590260.675163239
-80.205988324009638,25.765783527166626,67, ,0102060301010,Little Havana Act and Nut / Rainbow – Little Havana,700 SW 8TH ST,Miami,33130, ,305-858-0887, ,C11MD0358,1989-03-20T00:00:00.000Z,2010-03-19T00:00:00.000Z,0,25.76578,-80.20599,917481.076457497,521350.057079241
-80.422830057007047,25.68801523846895,68, ,3049340060110,Montessori Learning Center,14092 SW 84TH ST,Miami-Dade,33183,Maria Castro,305-388-9016, ,C11MD0308,1991-05-13T00:00:00.000Z,2011-05-12T00:00:00.000Z,0,25.68801,-80.42283,846239.116907578,492713.68718674
-80.331415830913443,25.872966330991844,69, ,0420340550010,Snow White and The Seven Dw/ Dwarfs,2400 W 56TH ST,Hialeah,33016, ,305-825-1477, ,C11MD0744,1998-10-22T00:00:00.000Z,2011-06-15T00:00:00.000Z,0,25.87296,-80.33141,876002.937629163,560077.87562082
-80.151917721843688,25.964486367663742,70, ,3012330000030,Highland Oaks Park,20300 NE 24TH AVE,Miami-Dade,33180, ,305-932-2164, ,EXEMPT,,,0,25.96448,-80.15192,934810.381037664,593684.141085327
-80.227320568552614,25.84003899940102,71, ,3031100000180,Dorsey Skills Center Head Start ,7100 NW 17th Ave,Miami-Dade,33147, ,305-693-3226, ,C11MD1024,2000-10-29T00:00:00.000Z,2010-10-28T00:00:00.000Z,0,25.84003,-80.22732,910301.812928911,548297.68756707
-80.43783246034269,25.511028720107792,72, ,3069330000520,Christian Family Worship,27500 OLD DIXIE HWY,Miami-Dade,33032,Tacara Burke,305-2489598, ,C11MD1539,2008-07-05T00:00:00.000Z,2011-07-04T00:00:00.000Z,0,25.51102,-80.43783,841571.188579414,428367.264042571
-80.231670470771419,25.781647632908346,73, ,0131340410102,"Moreno, Mayra Family Day Care Home",2225 NW 9TH ST,Miami,33125, ,305-644-9503, ,L11MD00202,2003-06-04T00:00:00.000Z,2011-06-09T00:00:00.000Z,0,25.78164,-80.23167,908995.00025383,527066.000043653
-80.368667391897503,25.807569076860933,74, ,3530290010280,Building Ftr Minds LLC /Bufi  Pre-School,3655 NW 107AVE,Doral,33178, ,305-471-4900, ,C11MD1317,2005-08-02T00:00:00.000Z,2010-08-01T00:00:00.000Z,0,25.80756,-80.36866,863868.198447246,536247.871771738
-80.399569810472059,25.532250141079857,75, ,3069260000050,Titi's House Large Family Childcare,25324 SW 128TH PL,Miami-Dade,33032, ,305-258-1417, ,L11MD0138,2008-08-26T00:00:00.000Z,2010-08-25T00:00:00.000Z,0,25.53225,-80.39957,854155.716559913,436135.209792741
-80.172918136805535,25.905937480920308,76, ,0622190151600,My Kids Place Christian Daycare,14150 W DIXIE HWY,North Miami,33161, ,305-895-8180, ,C11MD1241,1997-08-29T00:00:00.000Z,2010-09-12T00:00:00.000Z,0,25.90593,-80.17292,928044.625868414,572358.874680825
-80.218154780129311,25.788063106539585,77, ,0131350640010,United Cerebral Palsy Assoc of Miami I,1411 NW 14TH AVE,Miami,33125, ,305-325-1080, ,C11MD0585,1988-08-18T00:00:00.000Z,2010-08-18T00:00:00.000Z,0,25.78806,-80.21815,913428.817829747,529423.976954989
-80.396452416585987,25.582459039924867,78,DACR1124,3069010040210,Upper Room Day Care and Academy,19701 SW 127TH AVE,Miami-Dade,33177,Marian B. Paine,305-253-2300, , ,2005-11-28T00:00:00.000Z,2010-11-27T00:00:00.000Z,54,25.58245,-80.39645,855100.750102911,454388.093562491
-80.202270000317625,25.946406443106369,79, ,3421010140010,Hibiscus Elementary (VPK),18701 NW 1ST AVE,Miami Gardens,33169,Kim W Cox,305-652-3018, , ,,,0,25.9464,-80.20227,918306.187340077,587008.499909073
-80.354942290487941,25.702059217910136,80,DACR987,3040290011180,Smart Starts Learning Center,9945 SW SUNSET DR,Miami-Dade,33173, ,305-279-6966, ,C11MD1639,2008-08-06T00:00:00.000Z,2011-08-05T00:00:00.000Z,0,25.70205,-80.35494,868571.31240058,497921.406430073
-80.319342147406431,25.761609814680025,81,DACR1275,3040110220010,Smart Starts at Tamiami,860 SW 76TH CT,Miami-Dade,33143, ,305-261-4113, ,C11MD1628,2008-07-28T00:00:00.000Z,2011-07-27T00:00:00.000Z,0,25.76161,-80.31934,880182.375136413,519624.37516316
-80.304625371500194,25.917525731256287,82,DACR759,3220130140010,Montessori Children's House - Miami Lakes,6381 MIAMI LAKEWAY N,Miami Lakes,33014, ,305-823-5632, ,C11MD0920,1986-12-31T00:00:00.000Z,2010-12-30T00:00:00.000Z,0,25.91752,-80.30462,884726.250563078,576319.499961659
-80.335029324805063,25.731903689858871,83, ,3040220070020,Fantasyland Lrng Center Corp.,8670 SW 40TH ST,Miami-Dade,33155,Lucia Santana,305-227-2285, ,C11MD0202,2003-03-18T00:00:00.000Z,2011-03-17T00:00:00.000Z,0,25.7319,-80.33503,875073.777413994,508801.09037932
-80.34859098763016,25.881875190816771,84, ,2720330010335,West Hialeah Gardens Elementary,11990 NW 92ND AVE,Hialeah Gardens,33018,Shanon M Gonzalez,305-818-4000, ,EXEMPT,,,0,25.88187,-80.34859,870339.399743661,563287.535868153
-80.331707313561893,25.949040060213825,85, ,3020030420020,YMCA / Spanish Lake Elementary (EP),7940 NW 194TH ST,Miami-Dade,33015, ,305-502-3310, ,C11MD1964,,,0,25.94904,-80.3317,875766.15824708,587727.631344825
-80.20394221242239,25.938929043173793,86, ,3421120210051,Trinity Church Inc,17801 NW 2ND AVE,Miami Gardens,33169, ,786-888-5433, ,C11MD1596,2008-08-06T00:00:00.000Z,2011-08-05T00:00:00.000Z,0,25.93892,-80.20394,917773.187421829,584287.312438071
-80.267114351010946,25.776307405931945,87, ,0141050140140,Perla Martinez  Family Day Care Home,405 NW 43RD PL,Miami,33126, ,305-445-3292, ,F11MD0747,2008-09-24T00:00:00.000Z,2010-09-23T00:00:00.000Z,0,25.7763,-80.26711,897342.187601496,525058.562457487
-80.364443481990548,25.566980557729657,88, ,3060070000534,Brighter Futures For Families Inc.,10711 SW 216TH ST,Miami-Dade,33170, ,305-527-2130, ,C11MD2147,,,0,25.56698,-80.36444,865678.304407079,448811.730371408
-80.301891468408911,25.891680500460147,89, ,0420250010230,Hia Housing Authorit/William Lehman C,7605 W 10TH AVE,Hialeah,33014, , , ,C11MD0914,1993-09-30T00:00:00.000Z,2011-09-29T00:00:00.000Z,0,25.89168,-80.30189,885674.874978162,566930.375367239
-80.226406760923112,25.889081945529643,90, ,0621260000020,Libbys Kiddie Care,12555 NW 17TH AVE,North Miami,33167, ,305-687-1979, ,C11MD1385,2002-08-09T00:00:00.000Z,2011-03-08T00:00:00.000Z,0,25.88908,-80.2264,910497.374873746,566125.062673405
-80.216857626333777,25.952012328346107,91,3701,3421020040010,YMCA / Norland Elementary A/S (EP),19340 NW 8TH CT,Miami Gardens,33169, ,305-652-6074, ,EXEMPT,,,0,25.95201,-80.21685,913500.236650162,589017.156324826
-80.252309461155122,25.718032602299154,92, ,0141280090080,Vanguard School After School,3939 MAIN HWY,Miami,33133, , , ,EXEMPT,,,0,25.71803,-80.25231,902334.358063329,503905.249449238
-80.210253112651927,25.773338580490012,93, ,0141380031070,Lincoln Marti (Lmb),940 W FLAGLER ST,Miami,33130, ,305-642-1000, ,C11MD0589,2002-09-01T00:00:00.000Z,2010-08-30T00:00:00.000Z,0,25.77333,-80.21025,916060.999901328,524087.625094906
-80.316493237500893,25.589393383598129,94, ,3660030345100,Jernee Inc,7755 SW 192ND ST,Cutler Bay,33157, , , , ,,,0,25.58939,-80.31649,881443.562574662,457036.218187489
-80.474664788363441,25.480196731962579,95, ,1079070330290,St. Johns Episcopal Church Inc.,145 NE 10TH ST,Homestead,33030, ,305-247-5445, ,EXEMPT,,,0,25.48019,-80.47466,829467.84270741,417112.034912653
-80.194057283088299,25.870163310614601,96, ,1121360130751,Tatiana Child Development Inc,10390 NE 2ND AVE,Miami Shores,33138, ,305-759-5439, ,C11MD1676,2008-10-17T00:00:00.000Z,2010-10-16T00:00:00.000Z,0,25.87016,-80.19405,921175.374843162,559312.687518656
-80.328642523222229,25.760424844016352,97,DACR1155,3040100500050,My First School Inc,968 SW 82ND AVE,Miami-Dade,33144,Soraya Sanabria,305-267-0610, ,C11MD1476,2006-12-21T00:00:00.000Z,2010-12-20T00:00:00.000Z,0,25.76042,-80.32864,877123.586306494,519177.989244908
-80.242812150374547,25.924452829201392,98, ,3421150020341,North Dade Head Start,16500 NW 25TH AVE,Miami Gardens,33055, ,305-621-2921, ,EXEMPT,,,0,25.92445,-80.24281,905029.437318828,578949.874950238
-80.21255791298988,25.888048103945447,99, ,0621260143350,Margarita De Oro,12375 NW 8TH AVE,North Miami,33168, ,305-685-5240, ,F11MD0710,2007-12-21T00:00:00.000Z,2010-12-20T00:00:00.000Z,0,25.88804,-80.21256,915052.812285163,565776.375050575
-80.302205761977362,25.740039033903901,100,DACR47,3040130065080,Coral Villa Christian Academy,3201 SW 67TH AVE,Miami-Dade,33155,Jeffrey R. Hurst,305-661-4998, ,X11MD0008,2004-03-17T00:00:00.000Z,2011-03-18T00:00:00.000Z,240,25.74003,-80.3022,885863.875584412,511813.75036449
-80.298935835054365,25.884901873199439,101,DACR203,0420250010620,Horeb Christian School Daycare,795 W 68TH ST,Hialeah,33014,Alejandro Gispert,305-557-6811, , ,2010-05-06T00:00:00.000Z,2011-05-06T00:00:00.000Z,0,25.8849,-80.29893,886659.749976911,564471.750691324
-80.340772745794908,25.728190964836347,102, ,3040210000100,Kings Christian School,8951 SW 44TH ST,Miami-Dade,33165, , , , ,,,0,25.72819,-80.34077,873189.750342161,507442.187585324
