Date.Of.Stop,Time.Of.Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal.Injury,Property.Damage,Fatal,Commercial.License,HAZMAT,Commercial.Vehicle,Alcohol,Work.Zone,State,VehicleType,Year,Make,Model,Color,Violation.Type,Charge,Article,Contributed.To.Accident,Race,Gender,Driver.City,Driver.State,DL.State,Arrest.Type,Geolocation
12/31/2015,22:29:00,MCP,3rd district, Silver Spring,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GEORGIA AVE / SEMINARY PL,NA,NA,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,1997,JAGUAR,XK8,RED,Citation,13-409(b),Transportation Article,No,WHITE,M,BAL HARBOUR,FL,FL,A - Marked Patrol,
09/08/2015,21:49:00,MCP,5th district, Germantown,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,MIDDLEBROOK RD @ APPLEDOWRE WAY,39.1832866666667,-77.2384616666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,INFI,SU,BLACK,Citation,13-401(h),Transportation Article,No,WHITE,M,TAMARAC,FL,FL,A - Marked Patrol,(39.1832866666667, -77.2384616666667)
12/13/2012,13:08:00,MCP,4th district, Wheaton,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,WINTERGATE DR/ALPINE VALLEY CT,39.1105592166667,-77.0574374666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,TOYT,4S,BEIGE,Citation,16-303(c),Transportation Article,No,BLACK,M,SILVER SPRING,MD,FL,A - Marked Patrol,(39.1105592166667, -77.0574374666667)
10/21/2013,13:33:00,MCP,3rd district, Silver Spring,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,BURLINGTON ST @ SELIM RD,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,NISS,4S,BLACK,Citation,13-401(h),Transportation Article,No,BLACK,M,SILVER SPRING,MD,FL,A - Marked Patrol,
08/08/2014,22:56:00,MCP,1st district, Rockville,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,SHADY GROVE @ CORPORATE BLVD,39.10666,-77.1869833333333,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,1992,TOYT,4DR,RED,Citation,13-409(b),Transportation Article,No,WHITE,F,TAMPA,FL,FL,A - Marked Patrol,(39.10666, -77.1869833333333)
11/07/2014,12:53:00,MCP,2nd district, Bethesda,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,CONNECTICUT AVENUE @ DUNLOP ST,38.9909516666667,-77.0772633333333,No,No,No,Yes,No,No,No,No,No,No,FL,02 - Automobile,2003,CHEVROLET,SILVERADO,WHITE,Citation,21-201(a1),Transportation Article,Yes,WHITE,M,LAKELAND,FL,FL,A - Marked Patrol,(38.9909516666667, -77.0772633333333)
12/13/2012,13:08:00,MCP,4th district, Wheaton,DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,WINTERGATE DR/ALPINE VALLEY CT,39.1105592166667,-77.0574374666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,TOYT,4S,BEIGE,Citation,16-101(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,FL,A - Marked Patrol,(39.1105592166667, -77.0574374666667)
11/23/2016,21:21:00,MCP,6th district, Gaithersburg / Montgomery Village,FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,ARLINGTON RD / BRADLEY BLVD,38.9777933333333,-77.1004366666667,No,Yes,No,No,No,No,No,No,No,No,OH,02 - Automobile,2016,TOYT,4S CAM RENTAL,SILVER,Warning,22-201.1,Transportation Article,No,WHITE,M,GAINESVILLE,FL,FL,A - Marked Patrol,(38.9777933333333, -77.1004366666667)
11/22/2016,23:00:00,MCP,3rd district, Silver Spring,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BONIFANT ST/GEORGIA AVE,38.9942416666667,-77.0266733333333,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2012,CHEVROLET,CRUZ,BLUE, LIGHT,Warning,21-201(a1),Transportation Article,No,BLACK,F,SILVER SPRING,MD,FL,A - Marked Patrol,(38.9942416666667, -77.0266733333333)
10/21/2013,13:33:00,MCP,3rd district, Silver Spring,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,BURLINGTON ST @ SELIM RD,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,NISS,4S,BLACK,Citation,16-112(c),Transportation Article,No,BLACK,M,SILVER SPRING,MD,FL,A - Marked Patrol,
11/23/2016,23:20:00,MCP,5th district, Germantown,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,NB I-270 @ 11MM,39.149085,-77.2148783333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,LEXS,TK,SILVER,Citation,13-411(a),Transportation Article,No,BLACK,F,PALM HARBOR,FL,FL,B - Unmarked Patrol,(39.149085, -77.2148783333333)
11/23/2016,23:01:00,MCP,3rd district, Silver Spring,FAILURE TO STOP AT STOP SIGN,BROADBIRCH DR / PLUM ORCHARD DR,39.05577,-76.9595333333333,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2004,HYUN,TIBURON,BLUE,Warning,21-707(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,FL,A - Marked Patrol,(39.05577, -76.9595333333333)
11/24/2016,00:39:00,MCP,5th district, Germantown,DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,GERMANTOWN RD @ RICHTER FARM RD,39.153755,-77.2877866666667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2007,HONDA,CIVIC,SILVER,Warning,21-402(a),Transportation Article,No,OTHER,M,GERMANTOWN,MD,FL,A - Marked Patrol,(39.153755, -77.2877866666667)
11/24/2016,00:39:00,MCP,5th district, Germantown,FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,GERMANTOWN RD @ RICHTER FARM RD,39.153755,-77.2877866666667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2007,HONDA,CIVIC,SILVER,Warning,16-116(a),Transportation Article,No,OTHER,M,GERMANTOWN,MD,FL,A - Marked Patrol,(39.153755, -77.2877866666667)
11/26/2016,04:38:00,MCP,2nd district, Bethesda,FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,I 495 OL  /  OLD GEORGETOWN RD,39.0157583333333,-77.1208366666667,No,No,No,No,No,No,No,No,No,No,NH,02 - Automobile,2011,HYUNDAI,SONATA,GRAY,Warning,22-226(a),Transportation Article,No,BLACK,F,NEW CARROLLTON,MD,FL,A - Marked Patrol,(39.0157583333333, -77.1208366666667)
11/26/2016,23:27:00,MCP,6th district, Gaithersburg / Montgomery Village,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,SHADY GROVE RD/BRIARDALE RD,39.1327316666667,-77.159435,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,MERZ,CLK320,SILVER,Warning,13-411(a),Transportation Article,No,BLACK,M,SARASOTA,FL,FL,A - Marked Patrol,(39.1327316666667, -77.159435)
11/29/2016,00:20:00,MCP,4th district, Wheaton,DRIVER CHANGING LANES WHEN UNSAFE,LAYHILL RD/MIDDLEBRIDGE DR,39.07147,-77.0452783333333,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2015,VOLKSWAGON,4D,SILVER,Citation,21-309(b),Transportation Article,No,BLACK,M,MIAMI GARDENS,FL,FL,A - Marked Patrol,(39.07147, -77.0452783333333)
11/29/2016,20:27:00,MCP,4th district, Wheaton,DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,VEIRS MILL RD / GRIDLEY RD,39.0550166666667,-77.0806683333333,No,No,No,No,No,No,No,No,No,No,FL,05 - Light Duty Truck,2009,FORD,E350,WHITE,Warning,21-202(h1),Transportation Article,No,HISPANIC,M,CAPE CORAL,FL,FL,A - Marked Patrol,(39.0550166666667, -77.0806683333333)
11/29/2016,23:57:00,MCP,6th district, Gaithersburg / Montgomery Village,DRIVER FAILURE TO STOP AT STOP SIGN LINE,QUINCE ORCHARD RD / GREAT SENECA HWY,39.129305,-77.23836,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,DODGE,CHARGER,BLACK,Warning,21-707(a),Transportation Article,No,BLACK,M,HOMESTEAD,FL,FL,A - Marked Patrol,(39.129305, -77.23836)
11/29/2016,23:57:00,MCP,6th district, Gaithersburg / Montgomery Village,FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,QUINCE ORCHARD RD / GREAT SENECA HWY,39.129305,-77.23836,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,DODGE,CHARGER,BLACK,Warning,16-116(a),Transportation Article,No,BLACK,M,HOMESTEAD,FL,FL,A - Marked Patrol,(39.129305, -77.23836)
12/01/2016,21:46:00,MCP,1st district, Rockville,DRIVER FAILURE TO STOP BEFORE ENTERING HWY. FROM PRIVATE DRIVEWAY,12147 ROCKVILLE PIKE,39.0627883333333,-77.1164766666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,CHRYSLER,200,SILVER,Citation,21-404(a),Transportation Article,No,BLACK,F,ROCKVILLE,MD,FL,A - Marked Patrol,(39.0627883333333, -77.1164766666667)
12/01/2016,13:53:00,MCP,1st district, Rockville,DRIVER FAILURE TO STOP AT STOP SIGN LINE,PICCARD DRIVE/CHOKE CHERRY RD,39.11324,-77.18277,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MERCEDES,4S,BLUE, DARK,Warning,21-707(a),Transportation Article,No,OTHER,F,ORLANDO,FL,FL,A - Marked Patrol,(39.11324, -77.18277)
12/01/2016,21:46:00,MCP,1st district, Rockville,FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,12147 ROCKVILLE PIKE,39.0627883333333,-77.1164766666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,CHRYSLER,200,SILVER,Warning,16-116(a),Transportation Article,No,BLACK,F,ROCKVILLE,MD,FL,A - Marked Patrol,(39.0627883333333, -77.1164766666667)
12/02/2016,15:27:00,MCP,1st district, Rockville,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,MONTROSE RD / MONTROSE PKWY,39.053135,-77.1331883333333,No,No,No,No,No,No,No,No,No,No,FL,05 - Light Duty Truck,1997,FORD,SUPER DUTY,WHITE,Citation,16-112(c),Transportation Article,No,WHITE,M,PORT ORANGE,FL,FL,A - Marked Patrol,(39.053135, -77.1331883333333)
12/02/2016,15:27:00,MCP,1st district, Rockville,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MONTROSE RD / MONTROSE PKWY,39.053135,-77.1331883333333,No,No,No,No,No,No,No,No,No,No,FL,05 - Light Duty Truck,1997,FORD,SUPER DUTY,WHITE,Warning,21-201(a1),Transportation Article,No,WHITE,M,PORT ORANGE,FL,FL,A - Marked Patrol,(39.053135, -77.1331883333333)
12/02/2016,15:27:00,MCP,1st district, Rockville,FAILING TO DISPLAY PROPER VEHICLE I.D.,MONTROSE RD / MONTROSE PKWY,39.053135,-77.1331883333333,No,No,No,No,No,No,No,No,No,No,FL,05 - Light Duty Truck,1997,FORD,SUPER DUTY,WHITE,Warning,11-390.21,Maryland Rules,No,WHITE,M,PORT ORANGE,FL,FL,A - Marked Patrol,(39.053135, -77.1331883333333)
12/02/2016,15:27:00,MCP,1st district, Rockville,DRIVING A MOTOR VEH WITHOUT A VALID MEDICAL EXAMINERS CERTIFICATE IN POSSESSION,MONTROSE RD / MONTROSE PKWY,39.053135,-77.1331883333333,No,No,No,No,No,No,No,No,No,No,FL,05 - Light Duty Truck,1997,FORD,SUPER DUTY,WHITE,Warning,11-391.41(a),Maryland Rules,No,WHITE,M,PORT ORANGE,FL,FL,A - Marked Patrol,(39.053135, -77.1331883333333)
12/02/2016,21:26:00,MCP,4th district, Wheaton,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 45,VEIRS MILL / ROBINDALE,39.06582,-77.0992966666667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2004,HONDA,ACCORD,SILVER,Warning,21-801(a),Transportation Article,No,HISPANIC,M,BELTSVILLE,MD,FL,A - Marked Patrol,(39.06582, -77.0992966666667)
12/02/2016,21:26:00,MCP,4th district, Wheaton,DRIVER CHANGING LANES WHEN UNSAFE,VEIRS MILL / ROBINDALE,39.06582,-77.0992966666667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2004,HONDA,ACCORD,SILVER,Warning,21-309(b),Transportation Article,No,HISPANIC,M,BELTSVILLE,MD,FL,A - Marked Patrol,(39.06582, -77.0992966666667)
12/02/2016,21:26:00,MCP,4th district, Wheaton,DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,VEIRS MILL / ROBINDALE,39.06582,-77.0992966666667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2004,HONDA,ACCORD,SILVER,Warning,21-309(d),Transportation Article,No,HISPANIC,M,BELTSVILLE,MD,FL,A - Marked Patrol,(39.06582, -77.0992966666667)
12/02/2016,21:26:00,MCP,4th district, Wheaton,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,VEIRS MILL / ROBINDALE,39.06582,-77.0992966666667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2004,HONDA,ACCORD,SILVER,Warning,21-201(a1),Transportation Article,No,HISPANIC,M,BELTSVILLE,MD,FL,A - Marked Patrol,(39.06582, -77.0992966666667)
12/03/2016,22:33:00,MCP,4th district, Wheaton,FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,SB GEORGIA AVE @ ROSSMOOR BLVD,39.098445,-77.078045,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2006,MERCEDES,4D,WHITE,Warning,21-405(e1),Transportation Article,No,BLACK,M,RUSKIN,FL,FL,A - Marked Patrol,(39.098445, -77.078045)
05/19/2014,09:17:00,MCP,2nd district, Bethesda,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,CLARENDON AT ELM,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,MERZ,4DOOR,WHITE,Warning,21-201(a1),Transportation Article,No,BLACK,M,JACKSONVILLE,FL,FL,A - Marked Patrol,
12/05/2016,07:32:00,MCP,4th district, Wheaton,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,HOME DEPOT 14000 BLK. GEORGIA AVE,39.0846383333333,-77.0799333333333,No,No,No,No,No,No,No,No,No,No,FL,05 - Light Duty Truck,2014,FORD,TK,SILVER,Warning,21-201(a1),Transportation Article,No,WHITE,M,VERO BEACH,FL,FL,A - Marked Patrol,(39.0846383333333, -77.0799333333333)
12/06/2016,13:05:00,MCP,2nd district, Bethesda,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,OLD GEORGETOWN RD AND HUNTINGTON PKWY,38.9941516666667,-77.108595,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,DODGE,CARAVAN,SILVER,Citation,21-1124.2(d2),Transportation Article,No,BLACK,F,JACKSONVILLE,FL,FL,A - Marked Patrol,(38.9941516666667, -77.108595)
12/05/2016,23:56:00,MCP,2nd district, Bethesda,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,EAST WEST HIGHWAY X GLENDALE RD,38.9881166666667,-77.076,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,NISSAN,4S,BLACK,Citation,13-411(f),Transportation Article,No,BLACK,F,TALLAHASSEE,FL,FL,A - Marked Patrol,(38.9881166666667, -77.076)
12/06/2016,07:15:00,MCP,2nd district, Bethesda,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,LEXINGTON ST @ PERRY AVE,39.0309816666667,-77.07236,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2006,SCIO,4D,BLUE,Warning,21-201(a1),Transportation Article,No,HISPANIC,F,KENSINGTON,MD,FL,A - Marked Patrol,(39.0309816666667, -77.07236)
12/05/2016,23:56:00,MCP,2nd district, Bethesda,DRIVING VEH. ON HWY. WITH UNPAID REGISTRATION FEE,EAST WEST HIGHWAY X GLENDALE RD,38.9881166666667,-77.076,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,NISSAN,4S,BLACK,Warning,13-401(d),Transportation Article,No,BLACK,F,TALLAHASSEE,FL,FL,A - Marked Patrol,(38.9881166666667, -77.076)
12/06/2016,20:57:00,MCP,2nd district, Bethesda,DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,ELM ST / ARLINGTON RD,38.982155,-77.0964266666667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2016,BMW,320I,BLUE, DARK,Warning,13-411(d),Transportation Article,No,BLACK,M,WESTPARK,FL,FL,A - Marked Patrol,(38.982155, -77.0964266666667)
12/06/2016,21:43:00,MCP,2nd district, Bethesda,DRIVING MOTOR VEHICLE OFF ROADWAY WHILE PASSING VEHICLE,I495 OL OVER GEORGIA AVE,39.01374,-77.04647,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2012,NISSAN,VERSA,SILVER,Citation,21-304(c),Transportation Article,No,WHITE,M,MONTGOMERY VILLAGE,MD,FL,A - Marked Patrol,(39.01374, -77.04647)
12/06/2016,21:43:00,MCP,2nd district, Bethesda,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,I495 OL OVER GEORGIA AVE,39.01374,-77.04647,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2012,NISSAN,VERSA,SILVER,Citation,21-902(a1),Transportation Article,No,WHITE,M,MONTGOMERY VILLAGE,MD,FL,A - Marked Patrol,(39.01374, -77.04647)
12/06/2016,21:43:00,MCP,2nd district, Bethesda,DRIVING WHILE IMPAIRED BY ALCOHOL,I495 OL OVER GEORGIA AVE,39.01374,-77.04647,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2012,NISSAN,VERSA,SILVER,Citation,21-902(b1),Transportation Article,No,WHITE,M,MONTGOMERY VILLAGE,MD,FL,A - Marked Patrol,(39.01374, -77.04647)
12/06/2016,21:43:00,MCP,2nd district, Bethesda,DRIVING VEHICLE IN VIOLATION OF RESTRICTED LICENSE REQUIREMENT,I495 OL OVER GEORGIA AVE,39.01374,-77.04647,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2012,NISSAN,VERSA,SILVER,Citation,16-113(h),Transportation Article,No,WHITE,M,MONTGOMERY VILLAGE,MD,FL,A - Marked Patrol,(39.01374, -77.04647)
12/10/2016,18:47:00,MCP,3rd district, Silver Spring,EXCEEDING MAXIMUM SPEED: 60 MPH IN A POSTED 55 MPH ZONE,NB 270/ MIDDLEBROOK ROAD,39.171205,-77.2442616666667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2016,HONDA,PILOT,GRAY,Citation,21-801.1,Transportation Article,No,WHITE,M,NICEVILLE,FL,FL,A - Marked Patrol,(39.171205, -77.2442616666667)
12/10/2016,19:06:00,MCP,4th district, Wheaton,FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH, TOW TRUCK,OLNEY SANDY SPRING ROAD / PRINCE PHILIP,39.0860833333333,-76.9455116666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,DODGE,CARAVAN,BLACK,Citation,21-405(e1),Transportation Article,No,HISPANIC,F,DAVIE,FL,FL,A - Marked Patrol,(39.0860833333333, -76.9455116666667)
08/08/2014,22:56:00,MCP,1st district, Rockville,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,SHADY GROVE @ CORPORATE BLVD,39.10666,-77.1869833333333,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,1992,TOYT,4DR,RED,Citation,13-411(f),Transportation Article,No,WHITE,F,TAMPA,FL,FL,A - Marked Patrol,(39.10666, -77.1869833333333)
12/11/2016,17:47:00,MCP,2nd district, Bethesda,DRIVER FAILURE TO STOP AT STOP SIGN LINE,DEMOCRACY BLVD @  270 SPUR EXIT RAMP,39.0219633333333,-77.145885,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CADI,ESCALADE,WHITE,Warning,21-707(a),Transportation Article,No,WHITE,M,PLANTAION,FL,FL,A - Marked Patrol,(39.0219633333333, -77.145885)
12/11/2016,17:47:00,MCP,2nd district, Bethesda,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,DEMOCRACY BLVD @  270 SPUR EXIT RAMP,39.0219633333333,-77.145885,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CADI,ESCALADE,WHITE,Warning,21-201(a1),Transportation Article,No,WHITE,M,PLANTAION,FL,FL,A - Marked Patrol,(39.0219633333333, -77.145885)
12/11/2016,17:47:00,MCP,2nd district, Bethesda,DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,DEMOCRACY BLVD @  270 SPUR EXIT RAMP,39.0219633333333,-77.145885,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CADI,ESCALADE,WHITE,Warning,21-202(h1),Transportation Article,No,WHITE,M,PLANTAION,FL,FL,A - Marked Patrol,(39.0219633333333, -77.145885)
