13,DADE,2021,5,7,GLORIA FLOYD ELEMENTARY SCHOOL,70,60,45,68,68,41,51,,,,,403,7,58,100,B,B,N,,NO,NO,N,01,92,68,5
13,DADE,2041,4,2,BENJAMIN FRANKLIN K-8 CENTER,31,49,49,44,51,42,28,42,43,,,379,9,42,100,C,D,N,,NO,YES,N,04,99,97,5
13,DADE,2060,7,2,THEODORE R. AND THELMA A. GIBSON CHARTER SCHOOL,18,36,50,17,27,34,45,54,29,,,310,9,34,99,D,F,N,,YES,YES,N,04,99,99,5
13,DADE,2081,1,3,FULFORD ELEMENTARY SCHOOL,46,48,35,58,68,51,29,,,,,335,7,48,100,C,D,N,,NO,YES,N,01,98,95,5
13,DADE,2111,1,4,HIALEAH GARDENS ELEMENTARY SCHOOL,67,63,45,72,67,60,54,,,,,428,7,61,100,B,B,N,,NO,YES,N,01,99,84,5
13,DADE,2151,5,7,JACK DAVID GORDON ELEMENTARY SCHOOL,71,51,39,73,60,36,53,,,,,383,7,55,100,B,A,N,,NO,YES,N,01,93,78,5
13,DADE,2161,1,1,GOLDEN GLADES ELEMENTARY SCHOOL,21,45,62,48,57,14,16,,,,,263,7,38,100,D,F,N,,NO,YES,N,01,100,98,5
13,DADE,2181,1,1,JOELLA GOOD ELEMENTARY SCHOOL,61,68,65,75,80,70,72,,,,,491,7,70,100,A,B,N,,NO,YES,N,01,97,82,5
13,DADE,2191,1,4,SPANISH LAKE ELEMENTARY SCHOOL,59,61,55,75,75,59,56,,,,,440,7,63,100,A,B,N,,NO,YES,N,01,98,80,5
13,DADE,2241,1,2,GRATIGNY ELEMENTARY SCHOOL,31,45,44,34,40,33,18,,,,,245,7,35,99,D,D,N,,NO,YES,N,01,99,95,5
13,DADE,2261,5,8,GREENGLADE ELEMENTARY SCHOOL,62,63,51,70,64,47,54,,,,,411,7,59,100,B,A,N,,NO,YES,N,01,97,74,5
13,DADE,2281,1,3,GREYNOLDS PARK ELEMENTARY SCHOOL,50,58,44,65,73,63,55,,,,,408,7,58,100,B,C,N,,NO,YES,N,01,96,91,5
13,DADE,2321,5,9,GULFSTREAM ELEMENTARY SCHOOL,67,75,70,72,56,41,68,,,,,449,7,64,99,A,B,N,,NO,YES,N,01,94,84,5
13,DADE,2331,4,5,CHARLES R HADLEY ELEMENTARY SCHOOL,63,57,51,67,59,46,48,,,,,391,7,56,100,B,B,N,,NO,YES,N,01,99,86,5
13,DADE,2341,5,8,JOE HALL ELEMENTARY SCHOOL,63,66,60,75,77,51,60,,,,,452,7,65,100,A,A,N,,NO,YES,N,01,97,78,5
13,DADE,2351,4,2,ENEIDA M. HARTNER ELEMENTARY SCHOOL,44,47,42,47,50,36,37,,,,,303,7,43,100,C,D,N,,NO,YES,N,01,97,98,5
13,DADE,2361,4,5,HIALEAH ELEMENTARY SCHOOL,50,60,53,59,71,67,62,,,,,422,7,60,100,B,C,N,,NO,YES,N,01,99,94,5
13,DADE,2371,1,4,WEST HIALEAH GARDENS ELEMENTARY SCHOOL,55,57,53,60,63,50,51,,,,,389,7,56,100,B,C,N,,NO,YES,N,01,99,87,5
13,DADE,2441,1,3,VIRGINIA A BOONE-HIGHLAND OAKS SCHOOL,70,58,43,62,53,34,60,,,,,380,7,54,100,B,A,N,,NO,NO,N,01,68,56,5
13,DADE,2501,4,2,HOLMES ELEMENTARY SCHOOL,21,45,51,39,55,45,31,,,,,287,7,41,100,C,F,N,,NO,YES,N,01,99,100,5
13,DADE,2511,5,8,ZORA NEALE HURSTON ELEMENTARY SCHOOL,66,65,58,71,63,53,54,,,,,430,7,61,100,B,A,N,,NO,YES,N,01,99,82,5
13,DADE,2521,5,7,OLIVER HOOVER ELEMENTARY SCHOOL,78,71,56,77,75,52,68,,,,,477,7,68,100,A,A,N,,NO,NO,N,01,95,74,5
13,DADE,2541,5,9,HOWARD DRIVE ELEMENTARY SCHOOL,65,70,52,68,61,42,56,,,,,414,7,59,100,B,B,N,,NO,NO,N,01,67,43,5
13,DADE,2581,1,3,MADIE IVES COMMUNITY ELEMENTARY SCHOOL,53,63,59,61,69,48,66,,,,,419,7,60,100,B,B,N,,NO,YES,N,01,98,90,5
13,DADE,2641,5,7,KENDALE ELEMENTARY SCHOOL,74,74,63,73,72,59,59,,,,,474,7,68,100,A,A,N,,NO,NO,N,01,89,56,5
13,DADE,2651,5,7,KENDALE LAKES ELEMENTARY SCHOOL,67,59,47,72,67,48,64,,,,,424,7,61,100,B,A,N,,NO,YES,N,01,97,81,5
13,DADE,2661,4,5,KENSINGTON PARK ELEMENTARY SCHOOL,48,53,48,58,65,46,60,,,,,378,7,54,100,B,C,N,,NO,YES,N,01,99,92,5
13,DADE,2701,5,7,KENWOOD K-8 CENTER,61,56,54,64,59,50,51,69,76,,,540,9,60,100,B,A,N,,NO,NO,N,04,90,60,5
13,DADE,2741,4,6,KEY BISCAYNE K-8 CENTER,83,67,55,87,75,68,77,86,78,,,676,9,75,100,A,A,N,,NO,NO,N,04,81,8,5
13,DADE,2781,4,5,KINLOCH PARK ELEMENTARY SCHOOL,60,61,43,57,62,53,61,,,,,397,7,57,100,B,C,N,,NO,YES,N,01,99,93,5
13,DADE,2801,1,1,LAKE STEVENS ELEMENTARY SCHOOL,41,68,74,48,59,60,45,,,,,395,7,56,100,B,C,N,,NO,YES,N,01,97,97,5
13,DADE,2821,4,2,LAKEVIEW ELEMENTARY SCHOOL,31,55,64,58,62,64,49,,,,,383,7,55,100,B,C,N,,NO,YES,N,01,99,99,5
13,DADE,2881,5,7,LEEWOOD K-8 CENTER,80,70,64,81,69,43,72,92,89,,,660,9,73,100,A,A,N,,NO,NO,N,04,78,30,5
13,DADE,2891,5,7,WILLIAM H. LEHMAN ELEMENTARY SCHOOL,80,75,60,82,82,70,67,,,,,516,7,74,99,A,A,N,,NO,NO,N,01,88,59,5
13,DADE,2901,5,9,LEISURE CITY K-8 CENTER,37,54,48,44,56,42,39,76,46,,,442,9,49,100,C,C,N,,NO,YES,N,04,97,98,5
13,DADE,2911,1,1,LINDA LENTIN K-8 CENTER,34,45,43,41,42,38,41,64,73,,,421,9,47,100,C,C,N,,NO,YES,N,04,99,95,5
13,DADE,2941,5,9,LAURA C. SAUNDERS ELEMENTARY SCHOOL,23,39,42,41,55,55,23,,,,,278,7,40,98,D,F,N,,NO,YES,N,01,99,99,5
13,DADE,2981,4,2,LIBERTY CITY ELEMENTARY SCHOOL,17,29,52,44,39,29,31,,,,,241,7,34,99,D,F,N,,NO,YES,N,01,99,98,5
13,DADE,3002,7,0,DOWNTOWN DORAL CHARTER ELEMENTARY SCHOOL,85,,,85,,,,,,,,170,2,85,100,A,,N,,YES,NO,N,01,92,25,5
13,DADE,3021,4,2,"JESSE J. MCCRARY, JR. ELEMENTARY SCHOOL",21,45,54,37,59,50,29,,,,,295,7,42,99,C,F,N,,NO,YES,N,01,99,98,5
13,DADE,3025,7,7,ADVANTAGE ACADEMY SANTA FE,79,71,64,67,55,48,61,,,,,445,7,64,100,A,A,N,,YES,NO,N,01,91,58,5
13,DADE,3029,7,5,DORAL ACADEMY OF TECHNOLOGY,99,80,81,99,85,89,98,100,99,,,830,9,92,100,A,A,N,,YES,NO,N,02,93,45,5
13,DADE,3030,7,5,DORAL ACADEMY,85,75,66,91,75,74,82,,,,,548,7,78,100,A,A,N,,YES,NO,N,01,94,48,5
13,DADE,3032,7,9,PALM GLADES PREPARATORY ACADEMY,37,50,56,28,39,47,43,52,47,,,399,9,44,99,C,D,N,,YES,YES,N,02,96,80,5
13,DADE,3033,7,9,SOMERSET OAKS ACADEMY,46,54,50,52,54,35,33,,,,,324,7,46,100,C,D,N,,YES,YES,N,01,91,84,5
13,DADE,3034,7,8,BRIDGEPREP ACADEMY OF VILLAGE GREEN,61,52,43,60,42,36,59,69,56,,,478,9,53,100,C,B,N,,YES,NO,N,04,95,8,5
13,DADE,3035,7,5,RAMZ ACADEMY K-5 MIAMI CAMPUS,32,38,43,55,43,14,40,,,,,265,7,38,100,D,D,N,,YES,YES,N,01,100,92,5
13,DADE,3041,4,2,LORAH PARK ELEMENTARY SCHOOL,32,48,44,33,49,36,30,,,,,272,7,39,100,D,D,N,,NO,YES,N,01,100,98,5
13,DADE,3051,4,2,TOUSSAINT L'OUVERTURE ELEMENTARY,26,46,64,36,47,34,22,,,,,275,7,39,100,D,F,N,,NO,YES,N,01,99,98,5
13,DADE,3061,4,6,LUDLAM ELEMENTARY SCHOOL,59,55,38,74,65,48,47,,,,,386,7,55,100,B,A,N,,NO,NO,N,01,83,64,5
13,DADE,3101,5,9,FRANK CRAWFORD MARTIN K-8 CENTER,71,59,48,74,59,48,72,72,69,,,572,9,64,100,A,A,N,,NO,NO,N,04,95,63,5
13,DADE,3111,5,8,WESLEY MATTHEWS ELEMENTARY SCHOOL,81,74,74,77,59,38,60,,,,,463,7,66,98,A,A,N,,NO,YES,N,01,99,81,5
13,DADE,3181,4,2,MELROSE ELEMENTARY SCHOOL,36,46,47,55,64,70,35,,,,,353,7,50,100,C,D,N,,NO,YES,N,01,100,96,5
13,DADE,3191,4,6,ADA MERRITT K-8 CENTER,90,71,75,90,70,72,89,95,87,,,739,9,82,99,A,A,N,,NO,NO,N,04,77,34,5
13,DADE,3241,1,1,MIAMI GARDENS ELEMENTARY SCHOOL,39,38,33,63,58,53,32,,,,,316,7,45,99,C,A,N,,NO,YES,N,01,97,95,5
13,DADE,3261,5,7,MIAMI HEIGHTS ELEMENTARY SCHOOL,50,51,53,61,56,58,38,,,,,367,7,52,100,C,C,N,,NO,YES,N,01,98,90,5
13,DADE,3281,1,4,MIAMI LAKES K-8 CENTER,60,57,50,59,50,37,53,79,55,,,500,9,56,100,B,B,N,,NO,NO,N,04,94,56,5
13,DADE,3301,4,2,MIAMI PARK ELEMENTARY SCHOOL,44,58,50,46,57,32,39,,,,,326,7,47,100,C,D,N,,NO,YES,N,01,100,97,5
13,DADE,3341,4,2,MIAMI SHORES ELEMENTARY SCHOOL,52,52,44,53,53,41,41,,,,,336,7,48,100,C,C,N,,NO,YES,N,01,89,76,5
13,DADE,3381,4,5,MIAMI SPRINGS ELEMENTARY SCHOOL,66,64,69,70,70,53,66,,,,,458,7,65,100,A,B,N,,NO,NO,N,01,94,76,5
13,DADE,3421,1,4,MARCUS A. MILAM K-8 CENTER,50,59,52,52,63,47,52,73,60,,,508,9,56,100,B,C,N,,NO,YES,N,04,99,90,5
13,DADE,3431,4,2,PHYLLIS R. MILLER ELEMENTARY SCHOOL,53,56,46,55,58,48,47,,,,,363,7,52,100,C,B,N,,NO,YES,N,01,92,91,5
13,DADE,3501,4,2,MORNINGSIDE K-8 ACADEMY,34,48,46,47,56,46,35,77,,,,389,8,49,100,C,C,N,,NO,YES,N,04,97,90,5
13,DADE,3541,5,9,ROBERT RUSSA MOTON ELEMENTARY SCHOOL,31,51,50,32,34,30,20,,,,,248,7,35,100,D,D,N,,NO,YES,N,01,99,98,5
